1
192.3937,340.3465,242.6697,342.4004,237.8647,460.0191,187.5887,457.9652
246.8631,467.2567,202.0397,468.6470,198.2808,347.4566,243.1042,346.0663
253.8714,480.4401,209.4393,483.2547,200.4713,341.6814,244.9035,338.8669
264.1309,478.0427,216.5565,482.2550,204.6113,347.3439,252.1857,343.1316
228.9048,342.1396,273.5636,344.0050,267.3452,492.8752,222.6864,491.0098
240.7626,360.1180,289.7003,367.1172,271.4132,494.9784,222.4755,487.9792
249.1445,355.8279,299.1086,358.4146,291.8185,499.2260,241.8545,496.6393
264.3588,359.0690,310.4298,363.4555,297.6212,497.9852,251.5501,493.5988
280.3921,361.7364,318.1102,364.8537,306.5489,504.7399,268.8307,501.6226
285.2597,363.9075,337.1845,364.7869,334.8361,503.4469,282.9113,502.5675
289.4006,360.3121,349.9963,360.4162,349.7720,491.0529,289.1763,490.9489
376.0042,468.8005,314.3900,477.9063,297.9997,367.0015,359.6139,357.8957
396.7319,467.3130,327.4865,477.4217,312.1989,372.6994,381.4443,362.5908
414.7104,466.0065,348.9557,479.4309,326.6071,369.9643,392.3618,356.5399
428.6684,468.5789,357.6785,476.6871,345.9894,374.3454,416.9792,366.2371
435.4182,472.3062,371.9645,473.6460,369.5816,360.7876,433.0354,359.4479
401.9309,358.6638,465.8340,370.1027,444.3820,489.9442,380.4790,478.5054
421.5476,371.1698,484.5719,386.0373,456.9646,503.0658,393.9403,488.1982
436.4020,387.7281,507.3008,413.6408,467.8557,521.5648,396.9569,495.6520
460.5701,399.4651,522.3029,456.1078,453.7990,530.7678,392.0661,474.1250
434.8810,413.4971,520.6146,423.5245,506.3147,545.7873,420.5812,535.7599
438.5212,402.0173,513.8964,406.2635,506.8069,532.1110,431.4317,527.8647
540.3730,513.7283,456.0243,518.0932,449.9070,399.8831,534.2557,395.5181
469.9802,367.7252,554.2911,374.5682,544.4103,496.3083,460.0993,489.4652
571.0567,462.7979,478.4766,486.2028,449.9787,373.4768,542.5588,350.0719
610.0135,481.0984,546.4366,521.6279,475.4799,410.3214,539.0568,369.7918
598.5236,509.3315,535.0012,520.4959,509.8665,377.4869,573.3889,366.3224
